"github issue name",html_url,id,"github issue ID","Fix Version/s","Created timestamp","Updated timestamp","Description","Reporter","Labels",comments,"Assignee"
[GeoHeat] Legend min/max revert to default after locking legend,https://github.com/mapd/mapd-immerse/issues/4658,330474310,4658,,2018-06-07T23:54:05Z,2018-06-08T06:13:21Z,"### :speech_balloon: Description
The geo heat  max/min would revert back to its default values after user has changed the map theme or any visual attribute settings

### :computer: Environment
- **Browser Name, Version**:  Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Create a Geo heat map with the following:
Data Source: flights
Dimension Lon: dest_lon
Dimension Lat: dest_lat
Measure Color: airtime(avg)
2. Change min/max values in color legend
3. Lock legend

- **Actual result:**
min/max values revert to default

- **Expected result:**
should not revert to default

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![min_max_geoheat](https://user-images.githubusercontent.com/35040876/41132014-596986c6-6a73-11e8-8321-f9df07e2f977.gif)


### :memo: Other Info",ericli5454,"P3,bug,found during 4.0",2,
[Choropleth] Switching between layers of multi-layer choropleth chart creates duplicate color legend,https://github.com/mapd/mapd-immerse/issues/4657,330467491,4657,,2018-06-07T23:14:47Z,2018-06-11T20:54:53Z,"### :speech_balloon: Description
Currently, if user switches between layers of multi-layer choropleth chart, it would generate a duplicate color legend in chart editor

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Create multi-layer choropleth chart such that each layer has different data table
2. Go to the chart editor and switch between laters
3.  Then click apply 

- **Actual result:**
Generates duplicate color legend in editor
Generates duplicate color legend in chart after clicking apply

- **Expected result:**
Does not generate duplicate color legend in  editor
Should not generate duplicate color legend in chart after clicking apply

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![choropleth after apply](https://user-images.githubusercontent.com/35040876/41132321-4a6fd7ae-6a75-11e8-8f00-034d4eb4404d.gif)




### :memo: Other Info",ericli5454,"P1,bug,found during 4.0",3,alexbaden
Inconsistent color palette in Choropleth ,https://github.com/mapd/mapd-immerse/issues/4655,330432473,4655,,2018-06-07T20:55:42Z,2018-06-11T18:26:52Z,"### :speech_balloon: Description
Inconsistent color palet in Choropleth 

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a choropleth 
- Paris_Mena as source
- Geo as mapd_geo
- Inspect the color palette 

- **Actual result:**
You'll find color gradient although the map shows only one color
Click the palette and you'll see the single color options

- **Expected result:**
Should show the single color options not the color gradient

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![jun-07-2018 13-48-21](https://user-images.githubusercontent.com/16374964/41125838-809eb13a-6a5a-11e8-9246-541b57ec4b87.gif)

### :memo: Other Info",menaczar,"BE-Choropleth,P3,bug,found during 4.0,geospatial",6,menaczar
Add link in Immerse charts to show underlying SQL queries,https://github.com/mapd/mapd-immerse/issues/4654,330419551,4654,,2018-06-07T20:14:30Z,2018-06-07T20:19:08Z,"### :speech_balloon: Description
Currently if you want to view the underlying SQL query of a charts in Immerse, it is necessary to inspect the underlying Thrift calls. This is problematic if the average user wishes to export the data they see in the current (filtered or unfiltered) chart through the COPY command. A ""Show SQL"" link or similar on each chart would provide a way for the user to easily take that command and put it in the COPY command to export the data.

### :computer: Environment
- **Browser Name, Version**:  All
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- **Actual result:**
N/A
- **Expected result:**
N/A

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jp-harvey,,0,
Https button reverts to http when clicking connect.,https://github.com/mapd/mapd-immerse/issues/4652,330362595,4652,,2018-06-07T17:14:26Z,2018-06-07T17:14:38Z,"### :speech_balloon: Description

Https button reverts to http when clicking connect.
Although functionality is fine, it visually confusing.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to master
- logout
- change to Kali
- Change port # to 10043
- Click https
- Click connect

- **Actual result:** 
Although it connects fine, you'll find that the http button is highlighted instead of the https

- **Expected result:**
Https button should always be highlighted during connecting and even after logging out.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![jun-07-2018 10-05-33](https://user-images.githubusercontent.com/16374964/41115171-94040b7c-6a3b-11e8-8bdd-e91838cbc380.gif)


### :memo: Other Info",menaczar,"P3,bug,found during 4.0",0,
Prototype async redux flow patterns,https://github.com/mapd/mapd-immerse/issues/4651,330358175,4651,[object Object],2018-06-07T17:00:04Z,2018-06-07T17:12:40Z,"Problem / goal:
Redux-saga is causing problems for us because it is difficult to debug, maintain, and reason about async flows built with it. It's likely that we can improve these aspects of async flows in Immerse by starting to move to an improved pattern and/or framework.

Increment (prototype):
Re-implement a relatively digestible, yet complex saga from Immerse in other async Redux flow patterns and frameworks, so that we can see a real-world example of how they look and act:

- redux-observable
- redux-thunk + Promises (async / await, some Promise action translator such as redux-promise-middleware)

Stretch goals:
- redux-loop
- Full type coverage with something like https://github.com/aikoven/typescript-fsa or https://github.com/piotrwitek/typesafe-actions",jrajav,tech,0,jmenestr
[Chroropleth] The flow for rendering geo measure option for non-geo tables is not intuitive,https://github.com/mapd/mapd-immerse/issues/4646,330097055,4646,,2018-06-07T02:43:51Z,2018-06-07T17:00:57Z,"### :speech_balloon: Description
Currently when a user wants to create choropleth chart with a non-geo table, user would have to select a join table and column thats compatible with selected dimension before Geo measure options is generated. In other words theres known way for user to know when option for geo measure has been generated


### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",ericli5454,"charts-ux,design",2,
Unable to importing large kml geoshape file(1gb),https://github.com/mapd/mapd-immerse/issues/4644,330074292,4644,,2018-06-07T00:10:54Z,2018-06-07T00:11:09Z,"### :speech_balloon: Description
Currently users are unable to successfully import large .kml geo file(1kb) thru both s3/manual import

File used:
https://s3-us-west-1.amazonaws.com/mapd-parquet-testdata/qa/shape_file/nyc_footprint_kml.kml

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
Upload 1g kml file either manually (drag and drop) or thru S3

- **Actual result:**
unable to upload
<img width=""1192"" alt=""screen shot 2018-06-04 at 10 24 11 am"" src=""https://user-images.githubusercontent.com/35040876/40933371-1c4d5c52-67e6-11e8-9250-d2f08230e30d.png"">

- **Expected result:**
upload successfully

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info
Thread from Slack:
- Simon:

> 
> So Eric has pulled the KML & KMZ versions of the NYC building footprints dataset, and neither of them will load. The underlying LibKML parser fails with an out-of-memory error. Not even a GDAL problem. ogrinfo command-line tool reports the same, so it's nothing we are provoking. It's a big KML (1.1GB) but looks fine in a text editor. All the other versions of that data set load fine, as do other smaller KMLs I have. LibKML on my system is an Ubuntu lib, as is GDAL itself (although I have my own build of GDAL 2.3 using the same LibKML). LibKML code is from Google but old (not touched for five years) and the Ubuntu version seems to be up-to-date. Thoughts?
> 
> I have proven that the problem is in LibKML itself, and shows up even with my own build of that and a simple test program to just try and open the file. Turns out there are two KML ""drivers"" in GDAL, and if you configure GDAL to use the other one instead (which you can do even in the MapD context just by setting an env var) then the other one loads it, but drops all the extended fields from the file, so you only get the name and the geo for each feature.
> 
> I think we can justifiably ignore this one as there's a workaround, even if not a very good one, and IMHO, anyone who creates a 1.1GB KML file wants their brain examining along with those who create similarly large GeoJSONs...
> 
> For completeness, the LibKML one is falling over in the basic XML parse (using the Expat lib, presumably from the Ubuntu apt DSO install of such)
> 
> LibKML attempts to read in the entire document and gets Expat to parse the whole thing in one go. This is stupid, as Expat is explicitly written to support streaming and parsing of such files in chunks.
> 
> Shelving this because there's no easy solution
> 

-Andrew:

> Agreed. Just document as a known issue and wait & see if someone cares about massive KMLs?",ericli5454,"P3,enhancement,found during 4.0",0,
"Provide reasonable default selectors for all charts (e.g. # records for measure), so when possible they can render immediately with minimal input",https://github.com/mapd/mapd-immerse/issues/4642,330047899,4642,,2018-06-06T21:58:29Z,2018-06-06T21:58:53Z,"### :speech_balloon: Description

e.g. provide geo column selection for geo charts when selecting a geo data source, select # records for single-measure charts by default

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,"charts-ux,enhancement",0,
[Choropleth] Setting a shape filter and measure aggregate to stdev causes immerse to hang,https://github.com/mapd/mapd-immerse/issues/4641,330010722,4641,,2018-06-06T19:58:03Z,2018-06-11T20:28:36Z,"### :speech_balloon: Description
Currently if user sets the shape filter and changes measure aggregate to stdev of choropleth chart, it causes immerse to hang.

### :computer: Environment
- **Browser Name, Version**:  Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Create a choropleth chart with the following:
Data Source: nyc_building
Dimensions: mapd_geo
Measures: heightroof (avg)
2. Select a building footprint to create filter
3. Change aggregate of measure to stdev

- **Actual result:**
```
immerse hangs w/ error:
raygun.js:1667 Unhandled promise rejection Error: Exception: Aggregate function STDDEV not supported
    at a (vendor.ebfab6cc7738343a68b6.js:1)
    at vendor.ebfab6cc7738343a68b6.js:1
    at eval (eval at e.exports (vendor.ebfab6cc7738343a68b6.js:1), <anonymous>:12721:7)
    at XMLHttpRequest.eval (eval at e.exports (vendor.ebfab6cc7738343a68b6.js:1), <anonymous>:349:25)

```
- **Expected result:**
immerse should not hang

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![std_immerse_hang](https://user-images.githubusercontent.com/35040876/41061978-3074216c-6989-11e8-96e2-cced821f3e4f.gif)




### :memo: Other Info",ericli5454,"BE-Choropleth,P2,bug,found during 4.0",1,alexbaden
